instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport9,2.388471,0.921146,1.583527,2.504673,124309,9934,37622,37622,1
airport98,1.681704,0.657764,1.064525,1.722289,88462,8477,32785,32785,2
grid11,2.157895,3.422225,0.604060,4.026285,431307,14248,29549,29549,0
airport9,3.967419,0.937693,2.270388,3.208081,124317,9942,37634,37634,2
grid10,0.000000,3.587742,0.934957,4.522699,441612,15079,31250,31250,0
grid12,1003.791980,3.582361,1.223205,4.805566,432353,14874,30731,30731,0
grid15,2.428571,3.764643,1.744073,5.508716,472006,15883,32750,32750,0
grid0,2004.864662,3.178941,2.744826,5.923767,416205,13109,27157,27157,0
grid0,1001.631579,3.259709,1.257377,4.517086,416233,13137,27199,27199,1
grid14,1002.265664,3.089912,1.126852,4.216764,403910,13769,28159,28159,0
grid11,1.526316,3.321949,0.589089,3.911038,431357,14298,29624,29624,1
grid13,2.872180,3.417042,1.664261,5.081303,443206,14969,31146,31146,0
grid18,1002.508772,3.092955,0.979366,4.072321,403654,13738,28266,28266,0
grid15,2.270677,3.679781,1.454206,5.133987,472032,15909,32789,32789,1
grid10,0.263158,3.518241,1.085231,4.603472,441626,15093,31271,31271,1
grid12,1003.791980,3.442344,2.003226,5.445570,432359,14880,30740,30740,1
grid0,1002.052632,3.219568,0.917340,4.136908,416257,13161,27235,27235,2
grid11,1.684211,3.395537,0.677702,4.073239,431409,14350,29702,29702,2
grid10,0.263158,3.514192,0.551421,4.065613,441632,15099,31280,31280,2
grid15,2.165414,3.669621,1.214499,4.884120,472056,15933,32825,32825,2
grid13,5.696742,3.465868,3.287435,6.753303,443218,14981,31164,31164,1
grid18,1002.403509,3.095875,1.393156,4.489031,403688,13772,28317,28317,1
grid12,1003.897243,3.331239,1.950021,5.281260,432365,14886,30749,30749,2
grid14,1002.476190,3.100297,2.614354,5.714651,403934,13793,28195,28195,1
grid17,1004.037594,3.962914,2.121112,6.084026,469265,16306,34111,34111,0
grid16,4003.002506,3.745500,1.687425,5.432925,464124,14957,30876,30876,0
